Education,Marital_Status,Income,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp5,AcceptedCmp1,Age,is_parent,total_spend
Postgraduate,Married,49505.0,9,10,2,8,8,False,False,50,True,751
Postgraduate,Married,37401.0,2,2,0,3,7,False,False,48,False,48
Graduation,Married,30096.0,1,2,0,3,6,False,False,38,False,45
Postgraduate,Together,18492.0,1,1,0,2,8,False,False,39,False,10
Postgraduate,Married,82584.0,1,3,4,8,1,True,False,47,False,1435
Postgraduate,Married,93027.0,0,7,10,5,2,True,False,80,False,2119
Graduation,Married,48686.0,1,1,0,2,8,False,False,68,False,20
Graduation,Married,92910.0,1,6,7,13,1,True,True,35,False,1795
Graduation,Married,75433.0,2,2,5,10,6,False,True,32,False,1188
Postgraduate,Together,10404.0,2,1,0,4,5,False,False,32,False,43
Graduation,Married,61314.0,2,5,5,12,3,False,False,53,False,1008
Postgraduate,Single,84865.0,1,2,4,9,4,True,True,60,False,1688
Graduation,Married,42387.0,5,8,1,7,8,False,False,32,False,684
Postgraduate,Together,67309.0,15,9,6,9,7,False,False,54,True,1082
Graduation,Married,75236.0,1,8,3,13,4,False,False,57,False,1068
Graduation,Single,30015.0,2,1,0,4,5,False,False,51,False,57
Postgraduate,Together,50943.0,1,1,0,3,5,False,False,65,False,46
Graduation,Divorced,67272.0,3,6,2,12,5,False,False,55,False,733
Postgraduate,Widow,51529.0,2,9,1,5,8,False,False,72,False,467
Postgraduate,Married,32011.0,3,2,1,4,7,False,False,50,False,122
Postgraduate,Married,7500.0,2,2,0,3,8,False,False,35,False,36
Graduation,Married,28691.0,1,1,0,3,8,False,False,32,False,34
Postgraduate,Married,56223.0,2,2,1,5,4,False,False,73,False,156
Graduation,Married,18100.0,1,0,0,3,5,False,False,75,False,14
Graduation,Single,30279.0,1,1,0,3,8,False,False,32,False,37
Postgraduate,Married,20130.0,1,1,0,3,8,False,False,47,False,34
Graduation,Divorced,23295.0,1,1,0,2,8,False,False,62,False,20
Postgraduate,Divorced,42618.0,2,5,0,4,8,False,False,49,False,192
Graduation,Single,81246.0,1,4,5,7,1,False,True,57,False,1379
Graduation,Married,24027.0,2,2,0,3,8,False,False,45,False,48
Postgraduate,Married,55707.0,2,3,2,9,3,False,False,68,False,428
Graduation,Single,57959.0,5,4,7,11,3,False,False,66,False,868
Graduation,Married,56796.0,3,8,9,7,7,False,False,52,False,1001
Postgraduate,Single,36230.0,1,2,0,4,5,False,False,50,False,59
Postgraduate,Married,70829.0,2,4,2,8,3,False,False,41,True,431
Graduation,Married,65991.0,3,9,5,10,7,False,False,45,False,971
Graduation,Married,38988.0,7,5,1,6,8,False,False,49,False,348
Postgraduate,Single,89572.0,1,7,7,9,4,False,True,55,False,2059
Postgraduate,Married,42207.0,4,4,1,5,6,False,False,37,False,265
Graduation,Married,50300.0,2,2,1,8,2,False,False,69,False,270
Postgraduate,Together,66664.0,1,5,7,6,3,False,False,39,False,1289
Graduation,Married,60597.0,4,2,2,8,7,False,True,57,False,893
Graduation,Widow,70165.0,1,3,7,11,1,False,False,72,False,926
Postgraduate,Widow,50520.0,2,3,1,3,6,False,False,63,False,135
Graduation,Married,80124.0,1,3,7,8,1,False,False,58,False,1495
Graduation,Married,33183.0,2,4,0,3,7,False,False,46,False,120
Postgraduate,Single,66582.0,1,2,8,9,1,False,False,52,False,1288
Postgraduate,Together,75261.0,1,5,6,5,2,True,False,66,False,1743
Graduation,Widow,31880.0,1,1,0,2,8,False,False,51,False,15
Graduation,Married,53790.0,3,7,2,8,6,False,False,70,True,542
Postgraduate,Together,49269.0,3,7,3,12,7,False,False,50,False,890
Graduation,Married,61456.0,4,6,10,13,4,False,False,46,False,1388
Graduation,Married,37406.0,1,1,0,2,8,False,False,41,False,17
Postgraduate,Together,56937.0,7,8,6,9,6,False,False,40,False,906
Graduation,Married,38415.0,2,1,0,3,7,False,False,43,True,44
Graduation,Single,20518.0,1,1,1,2,5,False,False,33,False,25
Graduation,Married,62503.0,4,8,3,11,5,False,False,65,False,973
Postgraduate,Single,41644.0,2,1,0,3,3,False,False,49,True,31
Postgraduate,Married,55842.0,1,7,1,8,5,False,False,44,False,518
Postgraduate,Married,62010.0,4,6,2,7,5,False,False,49,False,530
Graduation,Married,41124.0,7,7,3,4,8,False,False,44,False,506
Postgraduate,Married,38961.0,1,2,1,2,7,False,False,48,False,70
Postgraduate,Divorced,37760.0,1,2,0,3,6,False,False,49,False,54
Graduation,Single,32233.0,2,6,2,2,9,False,False,47,False,296
Graduation,Married,43057.0,4,4,2,5,5,False,False,46,False,266
Postgraduate,Together,83151.0,1,5,9,4,3,False,False,61,False,747
Postgraduate,Divorced,78825.0,1,5,10,13,3,False,False,57,False,895
Postgraduate,Together,65104.0,2,3,5,7,7,False,False,45,False,1053
Graduation,Married,60093.0,2,7,2,10,6,False,False,47,False,735
Graduation,Married,14045.0,1,1,0,3,7,False,False,52,False,20
Postgraduate,Widow,28457.0,1,4,1,4,8,False,False,69,False,205
Postgraduate,Together,78952.0,2,2,5,12,6,False,False,63,False,2092
Graduation,Divorced,46310.0,2,6,1,5,8,False,False,45,False,309
Graduation,Together,76005.0,1,3,5,13,6,False,True,66,False,1722
Postgraduate,Single,58308.0,4,2,6,3,8,False,False,57,False,900
Postgraduate,Divorced,55614.0,1,9,4,6,7,False,False,77,False,682
Postgraduate,Divorced,59432.0,3,5,3,11,5,False,False,59,False,663
Graduation,Divorced,55563.0,1,2,0,3,3,False,False,43,False,43
Postgraduate,Together,78642.0,1,4,9,4,6,False,False,50,False,1816
Postgraduate,Together,67911.0,3,6,7,11,3,False,False,72,False,976
Graduation,Married,65275.0,1,4,3,13,2,False,False,77,False,746
Graduation,Together,27203.0,2,1,1,2,8,False,False,71,True,64
Postgraduate,Together,48330.0,1,1,0,3,5,False,False,60,False,32
Basic,Married,24279.0,1,4,1,3,8,False,False,31,False,263
Postgraduate,Married,64355.0,2,4,3,12,8,False,False,36,False,1445
Postgraduate,Together,50943.0,1,1,0,3,5,False,False,65,False,46
Graduation,Widow,53653.0,2,10,4,12,6,False,False,68,False,1210
Graduation,Married,65665.0,1,5,10,8,3,False,False,45,False,945
Graduation,Single,81217.0,1,3,7,11,1,False,False,32,False,1157
Graduation,Married,34935.0,1,2,1,4,7,False,False,29,False,137
Graduation,Divorced,61250.0,6,5,2,12,5,False,False,62,False,730
Postgraduate,Together,39665.0,3,4,2,3,7,False,False,40,False,216
Graduation,Single,60152.0,1,6,4,12,3,False,False,42,False,943
Graduation,Married,48920.0,3,6,2,5,7,False,False,57,True,347
Postgraduate,Together,89120.0,1,5,6,7,1,True,False,62,False,1924
Postgraduate,Together,44124.0,4,6,2,5,8,False,False,75,False,397
Postgraduate,Single,81169.0,1,5,7,9,2,False,False,46,False,2089
Graduation,Married,36443.0,4,3,1,3,8,False,False,60,True,138
Graduation,Single,26095.0,1,1,0,3,7,False,False,31,False,42
Graduation,Together,71367.0,1,4,5,7,2,False,False,62,False,777
Postgraduate,Married,80184.0,1,6,3,10,3,True,True,77,False,1902
Graduation,Divorced,30630.0,2,2,0,3,7,False,False,56,True,52
Postgraduate,Single,73454.0,1,2,4,6,5,False,False,34,False,1651
Graduation,Married,42691.0,1,5,1,6,5,False,False,30,False,358
Graduation,Married,70503.0,1,2,4,9,6,True,False,68,False,1727
Graduation,Married,25545.0,3,2,2,3,6,False,False,34,False,210
Graduation,Married,32880.0,1,1,0,3,8,False,False,35,False,42
Postgraduate,Together,77863.0,1,4,5,10,2,False,False,63,False,1291
Postgraduate,Married,50353.0,1,4,4,6,3,False,False,44,False,442
Graduation,Single,61839.0,1,4,8,4,8,False,False,57,False,1895
Postgraduate,Married,49154.0,6,4,1,8,6,False,False,61,True,411
Postgraduate,Widow,47682.0,4,4,3,8,5,False,False,46,False,521
Graduation,Single,72679.0,1,4,7,5,1,False,False,52,False,1168
Postgraduate,Together,57954.0,7,8,2,6,7,False,False,44,True,493
Graduation,Married,65316.0,2,3,2,5,4,False,False,59,True,260
Graduation,Single,28567.0,2,2,0,3,6,False,False,39,False,46
Postgraduate,Together,47352.0,4,6,1,5,7,False,False,70,False,319
Graduation,Together,44931.0,1,2,1,3,5,False,False,54,False,96
Graduation,Divorced,76982.0,1,8,3,4,4,True,False,54,False,1062
Postgraduate,Together,57247.0,2,2,1,7,2,False,False,69,False,232
Postgraduate,Single,22944.0,3,3,0,3,7,False,False,40,False,76
Postgraduate,Together,25315.0,3,3,0,3,8,False,False,44,False,54
Graduation,Widow,43638.0,2,4,1,4,7,False,False,52,False,201
Postgraduate,Single,42710.0,2,4,5,3,6,False,False,37,False,406
Postgraduate,Married,84169.0,1,7,6,6,3,True,False,39,False,1919
Graduation,Together,54058.0,2,4,6,8,3,False,False,45,False,662
Postgraduate,Married,24683.0,2,2,0,4,5,False,False,31,False,41
Graduation,Widow,85620.0,1,3,6,4,1,False,False,57,False,1600
Graduation,Married,47850.0,1,3,0,4,6,False,False,41,False,134
Graduation,Married,19514.0,4,3,1,2,8,False,False,53,True,69
Postgraduate,Married,27159.0,2,1,0,3,6,False,False,48,True,21
Postgraduate,Single,39548.0,2,1,1,3,3,False,False,58,True,54
Graduation,Single,21474.0,2,3,1,2,7,False,False,32,False,91
Postgraduate,Single,60504.0,2,6,2,8,6,False,False,50,False,526
Graduation,Married,22419.0,1,3,2,2,8,False,False,58,False,162
Postgraduate,Married,81698.0,1,3,8,13,1,False,False,72,False,1008
Graduation,Together,43462.0,6,4,1,5,8,False,False,69,True,240
Postgraduate,Single,54880.0,2,6,2,11,5,False,False,43,False,795
Graduation,Married,79908.0,1,5,6,7,2,True,False,39,False,1772
Postgraduate,Married,15315.0,2,2,0,4,5,False,False,51,False,64
Graduation,Together,87771.0,1,5,10,4,6,True,True,62,False,1957
Graduation,Married,33039.0,1,2,0,4,5,False,False,43,False,78
Graduation,Single,81741.0,0,6,6,7,2,False,False,41,False,1572
Postgraduate,Together,71499.0,2,8,3,13,4,False,False,50,False,795
Postgraduate,Married,62466.0,5,6,3,12,4,False,False,51,False,889
Postgraduate,Divorced,48799.0,3,3,2,7,3,False,False,58,False,331
Postgraduate,Together,52157.0,2,3,2,5,4,False,False,71,False,265
Graduation,Single,66565.0,4,4,2,9,8,False,False,59,False,1065
Postgraduate,Together,29298.0,1,1,0,2,5,False,False,70,True,11
Graduation,Single,47691.0,1,1,0,2,6,False,False,42,False,21
Graduation,Together,38200.0,1,1,0,2,7,False,False,51,True,17
Graduation,Married,44989.0,5,5,1,5,6,False,False,47,False,369
Postgraduate,Married,38443.0,2,1,0,3,7,False,False,53,True,38
Postgraduate,Single,38593.0,3,4,1,3,8,False,False,43,False,177
Postgraduate,Together,64413.0,1,5,1,5,5,False,False,51,False,279
Postgraduate,Married,36959.0,2,2,0,3,8,False,False,40,False,62
Postgraduate,Married,61996.0,3,6,4,8,5,False,True,44,False,1230
Graduation,Married,51287.0,3,4,1,3,7,False,False,53,True,182
Graduation,Married,13260.0,4,3,0,3,8,False,False,51,True,49
Postgraduate,Together,47472.0,2,2,0,4,5,False,False,55,True,75
Postgraduate,Together,54603.0,6,4,2,4,7,False,False,65,True,227
Postgraduate,Married,45207.0,5,3,1,6,6,False,False,47,True,215
Graduation,Together,40689.0,7,7,1,5,8,False,False,70,False,444
Postgraduate,Together,47821.0,1,1,0,3,8,False,False,54,True,47
Postgraduate,Married,27450.0,1,2,1,3,7,False,False,70,False,143
Graduation,Together,39453.0,2,2,0,3,6,False,False,38,False,55
Postgraduate,Together,26850.0,4,2,1,4,4,False,False,50,True,63
Graduation,Widow,79800.0,1,5,11,5,3,True,True,66,False,1867
Postgraduate,Married,61794.0,2,4,4,10,2,False,False,60,False,611
Graduation,Together,53863.0,3,7,1,7,7,False,False,66,False,473
Graduation,Together,24221.0,1,1,1,3,4,False,False,62,False,55
Postgraduate,Single,39684.0,2,2,1,2,7,False,False,37,False,81
Postgraduate,Married,92163.0,0,5,11,5,2,True,True,46,False,2086
Postgraduate,Single,69882.0,1,3,7,9,1,False,False,56,False,1478
Graduation,Together,33178.0,1,1,0,3,4,False,False,44,False,49
Postgraduate,Married,59973.0,1,3,4,7,1,False,False,49,False,382
Postgraduate,Together,17459.0,3,3,1,2,7,False,False,46,False,69
Graduation,Divorced,23910.0,1,2,0,3,7,False,False,52,False,67
Postgraduate,Married,42169.0,2,1,0,3,8,False,False,52,True,30
Postgraduate,Married,26224.0,3,2,1,3,6,False,False,43,False,63
Graduation,Together,31089.0,3,3,0,4,8,False,False,40,False,79
Graduation,Single,30081.0,1,1,0,3,7,False,False,60,False,42
Graduation,Together,62807.0,3,5,3,12,5,False,False,61,False,819
Graduation,Single,72906.0,1,3,4,9,1,False,False,66,False,1151
Postgraduate,Married,61467.0,3,5,2,10,5,False,False,73,True,594
Postgraduate,Together,49618.0,4,3,1,3,7,False,False,55,True,129
Postgraduate,Single,21888.0,4,5,1,2,10,False,False,35,False,213
Graduation,Widow,42429.0,2,1,1,3,5,False,False,48,False,67
Graduation,Divorced,26150.0,1,1,0,3,7,False,False,65,False,28
Basic,Married,30801.0,2,1,0,3,7,False,False,46,False,45
Graduation,Married,81168.0,1,6,4,7,3,False,True,56,False,1193
Postgraduate,Single,26877.0,2,3,1,6,6,False,False,52,False,268
Postgraduate,Widow,45006.0,1,3,1,7,3,False,False,77,False,266
Basic,Married,18978.0,1,1,0,3,8,False,False,48,False,37
Graduation,Married,22574.0,2,2,0,3,7,False,False,54,False,37
Postgraduate,Single,48240.0,3,6,3,13,5,False,False,52,False,882
Graduation,Married,45837.0,5,6,2,5,7,False,False,47,True,373
Postgraduate,Single,35791.0,2,1,0,3,8,False,False,56,False,35
Postgraduate,Together,162397.0,0,0,0,1,1,False,False,45,True,107
Graduation,Widow,54162.0,1,1,0,3,4,False,False,43,True,42
Postgraduate,Married,30522.0,5,1,2,9,2,False,False,61,False,326
Postgraduate,Married,54456.0,3,6,1,7,6,False,False,60,False,404
Graduation,Single,31632.0,1,2,1,2,7,False,False,50,False,95
Graduation,Widow,72298.0,1,4,3,6,1,True,False,72,False,939
Postgraduate,Single,36975.0,1,1,0,3,7,False,False,43,False,33
Postgraduate,Married,72635.0,1,6,8,6,3,False,True,66,False,981
Graduation,Married,13624.0,2,2,0,3,6,False,False,45,False,36
Graduation,Single,84196.0,1,8,4,7,3,False,False,46,False,1237
Graduation,Together,70971.0,7,11,11,5,7,False,False,61,False,1825
Postgraduate,Divorced,34487.0,3,3,0,3,9,False,False,44,True,103
Graduation,Single,28769.0,3,4,1,4,9,False,False,44,False,191
Postgraduate,Married,69084.0,2,7,3,13,8,False,False,51,False,1586
Postgraduate,Together,65488.0,1,3,4,6,1,False,False,63,False,963
Postgraduate,Married,62466.0,5,6,3,12,4,False,False,51,False,889
Postgraduate,Single,32218.0,1,2,1,3,7,False,False,61,False,93
Graduation,Single,83917.0,1,6,7,7,3,False,False,48,False,1587
Graduation,Divorced,46102.0,1,1,0,2,7,False,False,59,False,16
Graduation,Single,84574.0,1,9,11,11,5,False,False,69,False,1375
Graduation,Married,56181.0,1,4,2,7,4,False,False,59,False,393
Postgraduate,Divorced,63120.0,5,8,4,9,7,False,False,71,False,1477
Graduation,Married,73691.0,2,6,2,8,2,False,False,50,False,1179
Graduation,Together,63381.0,4,4,5,13,2,False,False,61,False,1005
Postgraduate,Together,76140.0,1,5,9,6,2,False,False,73,False,1348
Postgraduate,Divorced,62859.0,4,9,4,6,6,False,False,62,False,1307
Graduation,Single,45906.0,2,5,4,4,5,False,False,57,False,486
Postgraduate,Together,77632.0,1,4,2,6,2,True,False,74,False,2252
Postgraduate,Married,46463.0,7,3,1,6,6,False,False,50,True,235
Graduation,Together,105471.0,0,9,8,13,3,True,True,51,False,1724
Postgraduate,Divorced,55282.0,1,3,1,6,4,False,False,51,False,235
Postgraduate,Married,78710.0,3,7,6,12,4,False,False,44,False,1092
Graduation,Together,66886.0,2,7,1,7,5,False,False,63,False,599
Postgraduate,Single,98777.0,0,4,6,9,1,False,False,61,False,2008
Graduation,Together,29103.0,2,1,0,3,9,False,False,36,False,48
Graduation,Married,67445.0,5,9,6,12,6,False,False,47,False,1174
Postgraduate,Together,50616.0,1,1,1,4,2,False,False,71,False,67
Graduation,Divorced,49431.0,2,7,1,5,8,False,False,66,False,365
Graduation,Divorced,153924.0,0,0,0,0,0,False,False,46,False,6
Graduation,Together,61278.0,2,3,1,4,6,False,False,68,False,165
Postgraduate,Together,26490.0,2,3,1,5,6,False,False,63,False,210
Postgraduate,Together,73059.0,1,9,3,13,4,False,False,74,False,1095
Postgraduate,Single,46734.0,4,3,2,3,6,False,False,55,False,223
Graduation,Together,56253.0,4,7,2,9,6,False,False,58,False,597
Graduation,Married,19986.0,1,0,0,3,7,False,False,36,False,22
Graduation,Widow,58330.0,1,6,4,13,4,False,False,46,False,1064
Basic,Married,25965.0,1,2,0,3,8,False,False,41,False,74
Postgraduate,Together,14661.0,1,1,0,3,6,False,False,65,False,26
Graduation,Married,18690.0,1,1,1,2,8,False,False,62,False,60
Postgraduate,Together,45068.0,1,1,0,2,7,False,False,47,False,20
Basic,Single,21063.0,2,2,0,3,6,False,False,34,False,59
Postgraduate,Married,29187.0,1,1,0,3,8,False,False,53,False,34
Postgraduate,Married,54690.0,3,3,1,5,3,False,False,50,True,198
Postgraduate,Married,59304.0,3,7,8,10,5,False,False,57,False,1048
Postgraduate,Single,59247.0,5,5,2,9,6,False,False,59,True,574
Graduation,Widow,66731.0,4,4,3,6,3,False,False,51,False,1029
Graduation,Married,77353.0,2,6,4,8,4,False,False,41,False,670
Postgraduate,Single,52614.0,2,2,4,8,8,False,False,46,False,990
Graduation,Married,26751.0,1,1,0,2,8,False,False,47,True,11
Postgraduate,Married,81300.0,3,10,3,5,5,False,True,58,False,1241
Graduation,Single,70337.0,1,2,2,12,1,False,False,42,False,576
Postgraduate,Married,36145.0,4,4,1,3,9,False,False,36,False,172
Postgraduate,Single,65295.0,1,3,3,13,2,False,False,41,False,664
Graduation,Divorced,68118.0,2,8,9,4,6,False,False,58,False,928
Graduation,Divorced,68743.0,1,11,5,13,7,False,False,54,False,2074
Postgraduate,Together,41039.0,1,8,1,5,8,False,False,39,False,467
Graduation,Together,38946.0,2,3,1,6,5,False,False,66,False,257
Graduation,Together,65777.0,1,2,8,6,1,False,False,54,False,1146
Postgraduate,Divorced,66476.0,2,5,2,11,4,False,False,45,False,689
Postgraduate,Single,86857.0,1,5,6,10,2,False,False,49,False,2114
Postgraduate,Married,160803.0,15,0,28,1,0,False,False,39,False,1717
Postgraduate,Together,77845.0,1,3,5,12,1,True,True,32,False,1346
Postgraduate,Together,69476.0,1,4,6,4,2,False,False,52,False,1044
Postgraduate,Divorced,50611.0,6,4,5,7,6,False,False,61,False,493
Graduation,Single,61209.0,1,5,3,4,2,False,False,51,False,957
Postgraduate,Together,42315.0,3,1,4,4,3,False,False,63,False,270
Basic,Together,13084.0,1,1,0,3,6,False,False,69,False,29
Postgraduate,Widow,47570.0,3,2,2,2,7,False,False,72,True,121
Postgraduate,Married,61923.0,1,2,1,4,3,False,False,60,True,126
Graduation,Single,34824.0,1,1,0,2,6,False,False,26,False,23
Postgraduate,Single,26518.0,3,2,0,3,8,False,False,72,True,57
Graduation,Single,45938.0,2,8,4,6,6,False,False,60,False,636
Graduation,Together,78468.0,1,10,7,10,4,False,True,61,False,1004
Graduation,Divorced,78901.0,3,9,3,5,4,False,False,48,False,734
Graduation,Married,71427.0,2,8,2,8,4,False,False,43,True,614
Graduation,Divorced,71022.0,3,5,2,11,8,False,False,43,False,1453
Postgraduate,Single,90247.0,1,3,4,7,1,True,True,33,False,1621
Postgraduate,Divorced,41335.0,3,4,1,4,7,False,False,53,False,187
Graduation,Married,71952.0,2,8,4,8,4,True,False,35,False,1443
Postgraduate,Divorced,35682.0,1,1,1,3,2,False,False,51,False,57
Graduation,Divorced,43185.0,2,9,3,6,8,False,False,70,False,637
Postgraduate,Together,66375.0,3,2,4,5,7,False,False,73,False,948
Postgraduate,Married,35178.0,1,1,1,2,7,False,False,50,False,59
Graduation,Married,25252.0,1,1,0,2,8,False,False,35,False,18
Postgraduate,Single,55250.0,4,7,5,10,5,False,False,56,False,903
Graduation,Single,33249.0,2,2,1,3,6,False,False,46,False,112
Graduation,Together,58398.0,3,5,4,8,4,False,False,68,False,596
Graduation,Together,50272.0,3,4,1,5,7,False,False,39,False,233
Postgraduate,Married,76618.0,1,3,2,5,1,False,False,46,False,1511
Postgraduate,Divorced,87305.0,1,5,3,8,2,True,False,61,False,1152
Graduation,Together,25851.0,2,2,0,3,7,False,False,43,False,48
Graduation,Divorced,58710.0,6,11,5,9,6,False,False,51,False,1185
Graduation,Single,45160.0,1,1,0,2,7,False,False,63,True,21
Postgraduate,Married,74806.0,2,5,4,5,4,False,False,56,False,965
Graduation,Married,59111.0,1,11,1,8,7,False,False,67,False,869
Postgraduate,Married,18988.0,2,1,0,3,7,False,False,37,False,16
Graduation,Married,72190.0,1,5,6,4,3,False,False,56,False,1947
Graduation,Married,7500.0,5,4,1,2,9,False,False,45,False,71
Graduation,Married,44794.0,1,2,0,3,6,False,False,55,False,65
Graduation,Married,80395.0,1,6,5,12,2,False,True,66,False,1380
Postgraduate,Divorced,75012.0,1,3,8,11,1,False,False,45,False,1027
Postgraduate,Married,56962.0,7,6,3,5,7,False,False,56,False,411
Graduation,Together,89891.0,1,11,6,8,4,True,False,30,False,836
Postgraduate,Divorced,35946.0,1,0,0,3,5,False,False,72,True,11
Postgraduate,Together,53593.0,8,7,2,6,8,False,False,68,True,480
Graduation,Married,66373.0,7,4,2,10,3,False,False,43,True,606
Postgraduate,Divorced,45072.0,5,6,1,4,8,False,False,73,False,284
Graduation,Divorced,89694.0,3,4,3,4,5,True,True,48,True,1472
Graduation,Married,72025.0,1,4,8,13,2,True,True,72,False,1677
Graduation,Married,67432.0,2,8,5,4,4,False,False,48,False,1335
Postgraduate,Together,70545.0,1,4,1,7,2,False,False,69,False,334
Basic,Married,17487.0,1,1,0,2,7,False,False,32,False,18
Graduation,Together,62882.0,2,7,5,6,4,False,False,52,False,1338
Postgraduate,Single,64108.0,4,6,9,11,5,False,False,68,False,1099
Postgraduate,Together,34941.0,2,3,0,3,8,False,False,65,True,97
Postgraduate,Single,48767.0,3,2,1,3,5,False,False,71,False,63
Postgraduate,Together,38702.0,2,3,0,4,6,False,False,43,False,109
Graduation,Married,82224.0,1,6,9,5,3,False,True,57,False,902
Graduation,Together,83844.0,1,4,4,11,1,True,False,69,False,1574
Postgraduate,Married,17003.0,3,2,0,4,5,False,False,46,False,38
Graduation,Single,71163.0,1,3,8,12,1,False,False,26,False,960
Graduation,Single,33697.0,1,1,0,2,7,False,False,51,False,28
Postgraduate,Married,63564.0,1,10,10,7,6,False,False,67,False,1215
Postgraduate,Together,83443.0,1,6,10,5,2,False,False,49,False,1497
Postgraduate,Together,51518.0,2,3,2,10,3,False,False,63,False,449
Graduation,Widow,58330.0,1,6,4,13,4,False,False,46,False,1064
Graduation,Married,80952.0,1,8,5,11,8,True,True,52,False,1757
Graduation,Together,75507.0,1,8,6,6,3,False,False,42,False,1440
Postgraduate,Together,63855.0,1,7,3,13,4,False,False,43,False,1006
Postgraduate,Together,62220.0,5,7,6,5,6,False,False,49,False,1226
Graduation,Married,58512.0,5,3,4,8,8,False,False,57,False,1171
Postgraduate,Married,40662.0,2,2,1,3,4,False,False,42,False,92
Postgraduate,Married,38829.0,1,3,2,2,5,False,False,62,False,99
Postgraduate,Married,35523.0,2,3,0,3,7,False,False,40,False,66
Graduation,Single,79146.0,2,8,1,8,6,False,False,54,True,564
Postgraduate,Married,78285.0,1,6,4,10,3,False,False,33,False,1427
Postgraduate,Single,31626.0,1,2,1,2,7,False,False,43,False,86
Graduation,Single,75127.0,1,2,11,5,1,False,False,69,False,833
Graduation,Married,48726.0,3,3,2,4,6,False,False,66,False,242
Graduation,Married,74985.0,1,3,6,7,2,False,False,44,False,1869
Graduation,Together,67430.0,1,11,5,12,6,False,False,34,False,1364
Postgraduate,Married,46891.0,1,2,1,4,4,False,False,56,False,183
Postgraduate,Married,62058.0,4,6,1,7,6,False,False,65,False,450
Graduation,Married,72063.0,2,5,2,12,2,False,False,42,False,758
Postgraduate,Married,78939.0,1,8,5,6,3,False,False,70,False,1507
Graduation,Single,42720.0,8,7,3,7,8,False,False,56,True,654
Graduation,Married,33622.0,3,2,0,4,7,False,False,49,True,81
Postgraduate,Together,6835.0,0,0,0,1,20,False,False,64,False,137
Graduation,Together,41452.0,1,1,0,2,7,False,False,68,True,16
Postgraduate,Single,40760.0,2,2,1,3,6,False,False,56,False,93
Postgraduate,Together,74250.0,1,2,11,4,1,False,False,63,False,1158
Postgraduate,Single,51124.0,2,1,0,3,3,False,False,66,True,43
Graduation,Single,72258.0,2,6,9,5,2,False,False,50,False,1525
Postgraduate,Single,71466.0,1,4,4,10,1,False,False,47,False,1230
Graduation,Together,36283.0,2,1,0,3,4,False,False,45,True,29
Graduation,Single,20587.0,1,1,1,2,7,False,False,51,False,25
Graduation,Married,30467.0,1,1,0,2,7,False,False,49,False,24
Graduation,Together,31590.0,1,1,0,3,8,False,False,49,False,38
Basic,Married,20425.0,2,2,0,3,7,False,False,35,False,57
Postgraduate,Together,17144.0,5,3,0,4,7,False,False,61,True,47
Postgraduate,Divorced,42564.0,6,6,8,4,7,False,False,53,False,813
Postgraduate,Married,43783.0,6,7,1,8,7,False,False,43,False,629
Graduation,Divorced,40780.0,4,7,1,5,9,False,False,45,False,377
Postgraduate,Together,62847.0,1,3,6,4,2,False,False,76,False,1612
Postgraduate,Married,82017.0,1,5,4,7,2,True,True,64,False,729
Graduation,Single,16813.0,1,2,0,3,7,False,False,71,False,50
Graduation,Married,51267.0,4,3,3,5,4,False,False,43,True,270
Graduation,Single,46524.0,2,1,1,5,3,False,False,60,False,177
Postgraduate,Single,45183.0,1,4,1,7,7,False,False,59,False,315
Postgraduate,Married,70421.0,3,10,3,7,6,False,False,67,False,767
Postgraduate,Divorced,60161.0,3,11,4,8,8,False,False,56,False,1071
Graduation,Together,73926.0,1,6,5,12,3,False,False,48,False,1580
Graduation,Married,19329.0,3,4,0,3,8,False,False,53,False,60
Postgraduate,Married,61872.0,4,4,4,9,4,False,False,51,False,573
Graduation,Widow,46984.0,1,1,0,3,5,False,False,65,True,41
Graduation,Married,34838.0,3,2,1,4,6,False,False,70,True,170
Postgraduate,Single,82716.0,1,6,8,13,2,False,False,77,False,1167
Graduation,Married,48192.0,3,2,8,12,8,False,True,63,False,1526
Postgraduate,Married,49681.0,6,7,1,7,7,False,False,45,True,458
Postgraduate,Married,56850.0,1,1,1,3,2,False,False,50,False,63
Graduation,Married,55267.0,4,3,4,6,3,False,False,64,False,405
Graduation,Married,59666.0,7,3,2,8,8,False,False,49,True,1027
Graduation,Single,72504.0,2,5,9,6,2,False,False,49,False,1478
Graduation,Married,26872.0,1,1,1,2,6,False,False,40,False,72
Graduation,Single,21359.0,2,2,0,3,8,False,False,49,False,48
Graduation,Single,73170.0,1,5,4,6,2,False,False,46,False,726
Postgraduate,Married,52750.0,6,5,7,9,4,False,False,66,False,860
Postgraduate,Together,91820.0,0,5,5,12,1,False,False,35,False,1497
Postgraduate,Together,65968.0,2,5,4,7,3,False,False,51,False,495
Graduation,Married,30772.0,1,1,0,2,6,False,False,45,True,20
Graduation,Single,22507.0,3,10,2,4,9,False,False,67,False,570
Graduation,Married,65685.0,1,9,2,9,5,False,False,49,False,769
Postgraduate,Married,25804.0,2,2,0,3,8,False,False,43,False,55
Postgraduate,Single,76412.0,1,5,4,8,3,True,True,41,False,1808
Graduation,Married,22063.0,2,2,0,3,7,False,False,49,False,55
